date,ticker,exchange,Category,Industry,Sector,market_cap_category,Growth Metric (%),Growth Metric (%) (prev),Growth Metric Δ (pp),Growth Metric Δ (%),P/E Ratio,Industry Median P/E,Earnings Per Share,Price-to-Book,Industry Median PB,EPS Growth (%),Dividend Yield (%),1-Month Return (%),3-Month Return (%),6-Month Return (%),1-Year Return (%),Business Description
2026-01-02 22:45:38,SMXWW,NASDAQ,Value,,,nano,65.48,94.91,-29.43,-31.01,,3.46,,0.0016935711,4.21,,0.0,,,,0.0,"SMX (Security Matters) Public Limited Company provides brand protection, authentication and track and trace technology for the anti-counterfeit market. Its proprietary marker system embeds a permanent or removable mark on solid, liquid, or gaseous objects or materials. The company's solutions comprise physical or chemical marker system coupled with a reader and connected to a blockchain digital platform for application in process tracing, authentication, and sustainability and circular economics industries. It serves brand owners, manufacturers, and suppliers. The company was formerly known as Empatan Public Limited Company and changed its name to SMX (Security Matters) Public Limited Company in February 2023. SMX (Security Matters) Public Limited Company is based in Dublin, Ireland."
2026-01-02 22:45:38,ATAI,NASDAQ,Unclassified,Biotechnology,Healthcare,small,65.35,74.32,-8.97,-12.07,-4.898734032353268,13.45,-0.79,5.8283134,3.32,,0.0,0.0,-24.71,39.71,118.64,"Atai Beckley N.V., a clinical-stage biopharmaceutical company, engages in the research, development, and commercialization of mental health treatments in the United States, Germany, and Canada. The company develops BPL-003, an intranasal formulation of the benzoate salt form of mebufotenin that is in Phase 2a and 2b clinical studies for treatment resistant depression (TRD) and alcohol use disorder; RL-007, an orally bioavailable compound, which is a pro-cognitive neuromodulator in Phase 2b trial for cognitive impairment associated with schizophrenia; and ELE-101, a serotonergic psychedelic in Phase 2a trial for the treatment of major depressive disorder. It is also developing VLS-01, an oral transmucosal film formulation of N,N-Dimethyltryptamine in Phase 2 clinical study to treat TRD; EMP-01, an oral formulation of R-3,4-methylenedioxy-methamphetamine that is in Phase 2 clinical study for social anxiety disorder; and EGX-A & EGX-B, which are non-hallucinogenic 5-HT2A receptor agonists in preclinical studies for TRD. In addition, the company offers COMP360 for psilocybin therapy; and GRX-917 for the treatment of anxiety, depression, and various neurological disorders. The company was formerly known as ATAI Life Sciences N.V. and changed its name to Atai Beckley N.V. in November 2025. Atai Beckley N.V. was founded in 2018 and is headquartered in Amstelveen, The Netherlands."
2026-01-02 22:45:38,CDE,NYSE,Growth,Gold,Basic Materials,large,65.3,83.18,-17.88,-21.5,24.71831,21.5,0.71,3.6433463,4.01,447.49999999999994,0.0,6.04,-6.65,92.43,190.08,"Coeur Mining, Inc. operates as a gold and silver producer in the United States, Canada, and Mexico. It operates through Palmarejo, Rochester, Kensington, Wharf, Silvertip, and Las Chispas segments. The company explores for gold, silver, zinc, lead, and other related metals. It markets and sells its concentrates to third-party customers, including refiners and smelters, under off-take agreements. The company was formerly known as Coeur d'Alene Mines Corporation and changed its name to Coeur Mining, Inc. in May 2013. Coeur Mining, Inc. was incorporated in 1928 and is headquartered in Chicago, Illinois."
2026-01-02 22:45:38,GS,NYSE,Income/Growth Blend,Capital Markets,Financial Services,mega,65.16,90.31,-25.15,-27.85,18.587925,20.51,49.19,2.6272702,2.43,37.1,1.82,12.16,17.9,27.65,60.83,"The Goldman Sachs Group, Inc., a financial institution, provides a range of financial services for corporations, financial institutions, governments, and individuals in the Americas, Europe, the Middle East, Africa, and Asia. It operates through Global Banking & Markets, Asset & Wealth Management, and Platform Solutions segments. The Global Banking & Markets segment provides financial advisory services, including strategic advisory assignments related to mergers and acquisitions, divestitures, corporate defense activities, restructurings, and spin-offs; equity and debt underwriting of public offerings and private placements; relationship lending and acquisition financing; secured lending through structured credit and asset-backed lending, such as warehouse, residential and commercial mortgage, corporate, consumer, auto, and student loans; financing through securities purchased under agreements to resell; and commodity financing through structured transactions. This segment also offers client execution activities for cash and derivative instruments; credit and interest rate products; and provision of mortgages, currencies, commodities, and equities related products. Its Asset & Wealth Management segment manages assets across various classes, including equity, fixed income, hedge funds, credit funds, private equity, real estate, currencies, commodities, and asset allocation strategies; and provides customized investment advisory solutions, wealth advisory services, personalized financial planning, and private banking services, as well as invests in corporate equity, credit, real estate, and infrastructure assets. The Platform Solutions segment offers credit cards; and transaction banking and other services, such as deposit-taking, payment solutions, and other cash management services for corporate and institutional clients. The Goldman Sachs Group, Inc. was founded in 1869 and is headquartered in New York, New York."
2026-01-02 22:45:38,SPRU,NYSE,Unclassified,Solar,Technology,nano,65.15,68.3,-3.15,-4.61,-4.015151659647623,21.95,-1.32,0.7711334,3.21,,0.0,3.52,100.76,194.44,69.87,"Spruce Power Holding Corporation owns and operates distributed solar energy assets in the United States. The company offers electricity for homeowners and businesses through subscription-based payments and solar renewable energy credits (SRECs) for contracted prices, which are generated by home solar energy systems. It also provides Spruce Pro servicing platform, which provides home and third party-owned solar energy systems with portfolio managed services, including billing and collections/asset recovery, account support services, financial asset management, homeowner support and servicing technology, asset operations, and transaction and execution services related to SRECs; and Spruce Pro, which offers third-party owners a range of services for residential, commercial, and industrial assets. Spruce Power Holding Corporation was founded in 2009 and is headquartered in Denver, Colorado."
2026-01-02 22:45:38,TERN,NASDAQ,Unclassified,Biotechnology,Healthcare,small,64.92,78.01,-13.09,-16.78,-39.32353001014859,13.45,-1.02,12.356747,3.32,,0.0,55.53,399.5,828.47,597.57,"Terns Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, develops small-molecule product candidates for the treatment of oncology and obesity. The company develops TERN-701, an allosteric BCR-ABL tyrosine kinase inhibitor (TKI) that is in Phase 1 clinical trial for chronic myeloid leukemia (CML), a form of cancer that starts in bone marrow. It also develops TERN-501, a thyroid hormone receptor beta agonist with enhanced liver distribution and metabolic stability that is in Phase IIa clinical trial for the treatment of metabolic dysfunction-associated steatohepatitis (MASH); and TERN-601, a small-molecule Glucagon-Like Peptide-1 receptor agonist program that is intended to orally be administered for obesity, as well as TERN-800 series of small-molecule glucose-dependent insulinotropic polypeptide receptor (GIPR) modulators for obesity. The company was incorporated in 2016 and is headquartered in Foster City, California."
2026-01-02 22:45:38,SAND,NYSE,Growth,,,mid,64.65,64.65,0.0,0.0,,3.46,,,4.21,,0.0,3.53,25.48,43.14,107.34,
2026-01-02 22:45:38,SBSW,NYSE,Unclassified,Other Precious Metals & Mining,Basic Materials,mid,64.24,75.28,-11.04,-14.67,-48.20000012715658,32.89,-0.3,16.810572,3.46,,0.0,14.31,27.18,91.02,329.08,"Sibanye Stillwater Limited, together with its subsidiaries, operates as a precious metals mining company in South Africa, the United States, Europe, and Australia. The company produces gold; platinum group metals (PGMs), including palladium, platinum, rhodium, iridium, and ruthenium; chrome; lithium; zinc; nickel; and silver, cobalt, and copper. Sibanye Stillwater Limited was founded in 2013 and is headquartered in Weltevredenpark, South Africa."
2026-01-02 22:45:38,RBC,NYSE,Growth,Tools & Accessories,Industrials,large,63.92,90.5,-26.58,-29.37,55.88185,24.83,8.21,4.5313935,1.87,10.7,0.0,4.26,22.35,18.07,52.09,"RBC Bearings Incorporated manufactures and markets engineered precision bearings, components, and systems in the United States and internationally. It operates through two segments, Aerospace/Defense and Industrial. The company produces plain bearings with self-lubricating or metal-to-metal designs, including rod end bearings, spherical plain bearings, and journal bearings; roller bearings, such as tapered roller bearings, needle roller bearings, and needle bearing track rollers and cam followers, which are anti-friction products that are used in industrial applications and military aircraft platforms; and ball bearings that include high precision aerospace, airframe control, thin section, and industrial ball bearings that utilize high precision ball elements to reduce friction in high-speed applications. In addition, it offers mounted bearing products include mounted ball bearings, mounted roller bearings, and mounted plain bearings; and enclosed gearing product lines, including quantis gearmotor, torque arm, tigear, magnagear and maxum, and controlled start transmission. Further, the company's power transmission components include mechanical drive components, couplings, and conveyor components; engineered hydraulics and valves for aircraft and submarine applications, and aerospace and defense aftermarket services; fasteners; precision mechanical components, which are used in various general industrial applications; and machine tool collets that are used for holding circulars or rod-like pieces. It serves commercial and defense aerospace,, construction, mining, forestry, energy, agricultural, food and beverage, metals and mining material handling, chemicals, oil and gas production, warehousing and logistics, semiconductor equipment, waste and water management, and rail and transportation applications through its direct sales force, and a network of industrial and aerospace distributors. The company was founded in 1919 and is based in Oxford, Connecticut."
2026-01-02 22:45:38,RVMD,NASDAQ,Unclassified,Biotechnology,Healthcare,mid,63.67,79.15,-15.48,-19.56,-15.343688668556583,13.45,-5.15,9.387027,3.32,,0.0,4.93,72.91,108.66,79.1,"Revolution Medicines, Inc., a clinical-stage precision oncology company, develops novel targeted therapies for RAS-addicted cancers. The company's research and development pipeline consist of RAS(ON) inhibitors that binds RAS variants to be used as monotherapy in combination with other RAS(ON) inhibitors and/or in combination with RAS companion inhibitors or other therapeutic agents, and RAS companion inhibitors to suppress cooperating targets and pathways that sustain RAS-addicted cancers. Its RAS(ON) inhibitors include daraxonrasib (RMC-6236), elironrasib G12C (RMC-6291), and zoldonrasib G12D (RMC-9805), which are in phase 1 clinical trial; and development candidates comprise RMC-5127 (G12V), RMC-0708 (Q61H), and RMC-8839 (G13C). The company's RAS companion inhibitors include RMC-4630 that is in phase 2 clinical trial; RMC-5552, a selective inhibitor of mTORC1 signaling in tumors, which is in phase 1 clinical trial; and RMC-5845 that targets SOS1. Revolution Medicines, Inc. was incorporated in 2014 and is headquartered in Redwood City, California."
2026-01-02 22:45:38,B,NYSE,Income/Growth Blend,Gold,Basic Materials,large,63.54,80.37,-16.83,-20.94,20.890997,21.5,2.11,2.9575953,4.01,169.6,1.61,7.43,29.95,105.41,181.34,"Barrick Mining Corporation engages in the exploration, development, production, and sale of mineral properties. The company explores for gold, copper, silver, and energy materials. The company was formerly known as Barrick Gold Corporation and changed its name to Barrick Mining Corporation in May 2025. Barrick Mining Corporation was founded in 1983 and is based in Toronto, Canada."
2026-01-02 22:45:38,WHLRD,NASDAQ,Unclassified,REIT - Retail,Real Estate,nano,62.99,,,,-20.610278372591004,24.35,-1.868,-0.42414898,1.61,,0.0,10.47,7.84,13.77,48.08,"Headquartered in Virginia Beach, Virginia, Wheeler Real Estate Investment Trust, Inc. (Nasdaq: WHLR) is a fully integrated, self-managed commercial real estate investment company focused on owning, leasing and operating income-producing retail properties with a primary focus on grocery-anchored centers. WHLR's portfolio contains well-located, potentially dominant retail properties in secondary and tertiary markets that generate attractive, risk adjusted returns. WHLR's common stock, Series B convertible preferred stock (""Series B Preferred Stock"" and, together with the Series D Preferred Stock, the ""Preferred Stock""), Series D Preferred Stock, and Convertible Notes trade publicly on Nasdaq under the symbols ""WHLR"", ""WHLRP"", ""WHLRD"", and ""WHLRL"", respectively."
2026-01-02 22:45:38,NRGV,NYSE,Unclassified,Utilities - Renewable,Utilities,small,62.94,72.44,-9.5,-13.11,-5.258064372565157,34.39,-0.93,10.103306,2.06,,0.0,46.41,50.0,472.6,93.28,"Energy Vault Holdings, Inc. develops and deploys utility-scale energy storage solutions in United States, Australia, and internationally. The company offers B-Vault, an electrochemical battery energy storage solution for short-duration energy storage needs; B-Nest, a structure designed to house batteries for onsite energy storage serving space-constrained project sites; G-Vault, a gravity energy storage solution for long-duration energy storage needs; and H-Vault, a hydrogen or hybrid energy storage solution. It also provides software solutions, such as Vault-OS Energy Management System that manages one or more energy storage mediums and the underlying generation assets; Vault-Bidder, which utilizes machine learning algorithms to match node-specific data with real-time weather and asset performance information; and Vault-Manager, which safeguards asset management and to help blend developing technologies. Energy Vault Holdings, Inc. was founded in 2020 and is headquartered in Westlake Village, California."
2026-01-02 22:45:38,KTOS,NASDAQ,Growth,Aerospace & Defense,Industrials,large,62.61,74.17,-11.56,-15.59,609.9231,41.31,0.13,6.756135,4.08,171.9,0.0,11.74,-16.56,77.54,188.54,"Kratos Defense & Security Solutions, Inc., a technology company, provides technology, products, and system and software for the defense, national security, and commercial markets in the United States, other North America, the Asia Pacific, the Middle East, Europe, and Internationally. The company operates in two segments, Kratos Government Solutions and Unmanned Systems. It offers ground systems for satellites and space vehicles, including software for command and control, telemetry, and tracking and control; jet powered unmanned aerial drone systems, hypersonic vehicles, and rocket systems; propulsion systems for drones, missiles, loitering munitions, supersonic systems, spacecraft, and launch systems; command, control, communication, computing, combat, and intelligence surveillance and reconnaissance; and microwave electronic products for missile, radar, missile defense, space, and satellite; and counter unmanned aircraft systems, directed energy, communication and other systems, and virtual and augmented reality training systems for the warfighter. The company primarily serves national security-related agencies, the U.S. Department of Defense, intelligence and classified agencies, international government agencies, and commercial customers. Kratos Defense & Security Solutions, Inc. was incorporated in 1994 and is headquartered in San Diego, California."
2026-01-02 22:45:38,PPTA,NASDAQ,Unclassified,Other Precious Metals & Mining,Basic Materials,mid,62.47,90.71,-28.24,-31.13,-45.44444613986545,32.89,-0.54,4.9645967,3.46,,0.0,-0.89,16.8,97.03,121.48,"Perpetua Resources Corp., a development-stage company, engages in the acquisition of mining properties in the United States. The company explores for gold, silver, and antimony deposits. Its principal mineral project is the 100% owned Stibnite Gold project, which includes 1,674 unpatented lode claims, mill sites, and patented land holdings covering an area of approximately 11,548 hectares located in Valley County, Idaho. The company was formerly known as Midas Gold Corp. and changed its name to Perpetua Resources Corp. in February 2021. Perpetua Resources Corp. was founded in 2009 and is headquartered in Boise, Idaho."
2026-01-02 22:45:38,WBD,NASDAQ,Growth,Entertainment,Communication Services,large,62.4,72.05,-9.65,-13.39,150.05263,41.84,0.19,1.960663,1.76,,0.0,16.23,48.18,154.1,169.73,"Warner Bros. Discovery, Inc. operates as a media and entertainment company worldwide. It operates through three segments: Studios, Network, and DTC. The Studios segment produces and releases feature films for initial exhibition in theaters; produces and licenses television programs to its networks and third parties and direct-to-consumer services; distributes films and television programs to various third parties and internal television; and offers streaming services and distribution through the home entertainment market, themed experience licensing, and interactive gaming. The Network segment comprises domestic and international television networks. The DTC segment offers premium pay-tv and streaming services. In addition, the company offers portfolio of content, brands, and franchises across television, film, streaming, and gaming under the Warner Bros. Motion Picture Group, Warner Bros. Television Group, DC, HBO, HBO Max, Max, Discovery Channel, discovery+, CNN, HGTV, Food Network, TNT Sports, TBS, TLC, OWN, Warner Bros. Games, Adult Swim, Turner Classic Movies, Television Group, Hanna-Barbera, Harry Potter, DC, Looney Tunes, Scooby-Doo, Game of Thrones, Friends, and others brands. Further, it provides content through distribution platforms, including linear network, free-to-air, and broadcast television; authenticated GO applications, digital distribution arrangements, content licensing arrangements, and direct-to-consumer subscription products. Warner Bros. Discovery, Inc. was incorporated in 2008 and is headquartered in New York, New York."
2026-01-02 22:45:38,COGT,NASDAQ,Unclassified,Biotechnology,Healthcare,small,62.34,83.79,-21.45,-25.6,-17.3700008392334,13.45,-2.0,24.974838,3.32,,0.0,-10.88,135.53,358.31,340.86,"Cogent Biosciences, Inc., a biotechnology company, focuses on developing precision therapies for genetically defined diseases. Its lead product candidate includes bezuclastinib (CGT9486), a selective tyrosine kinase inhibitor in Phase 3 trial designed to target mutations within the KIT receptor tyrosine kinase, including KIT D816V mutation that drives systemic mastocytosis, as well as other mutations in KIT exon 17, which are found in patients with advanced gastrointestinal stromal tumors. The company also develops CGT4859, a reversible and selective fibroblast growth factor receptor 2 inhibitor in Phase 1 trial for patients with documented FGFR mutations, including advanced cholangiocarcinoma. It has a licensing agreement with Plexxikon Inc. for the research, development, and commercialization of bezuclastinib. Cogent Biosciences, Inc. is headquartered in Waltham, Massachusetts."
2026-01-02 22:45:38,WLDN,NASDAQ,Growth,Engineering & Construction,Industrials,small,62.34,81.35,-19.01,-23.37,38.229393,33.23,2.79,5.5589724,4.64,86.8,0.0,8.24,14.06,47.52,176.46,"Willdan Group, Inc., together with its subsidiaries, provides professional, technical, and consulting services primarily in the United States. The company operates in two segments, Energy, and Engineering and Consulting. The Energy segment offers comprehensive audit and surveys, program design and implementation, master planning, demand reduction, grid optimization, benchmarking analyses, design engineering, construction management, performance contracting, installation, alternative financing, measurement and verification services, and software and data analytics, as well as energy consulting and engineering, turnkey facility and infrastructure projects, and customer support services. The Engineering and Consulting segment provides building and safety, city engineering and code enforcement, development plan review and inspection, disaster recovery, geotechnical and earthquake engineering, planning and surveying, contract staff support, program and construction management, structural engineering, transportation and traffic engineering, and water resources services. This segment also offers district administration, financial consulting, and federal compliance services. It serves public and governmental agencies, including cities, counties, redevelopment agencies, water districts, school districts, and universities; investor and municipal owned energy utilities; state and federal agencies; and commercial and industrial firms, as well as various other special districts and agencies. Willdan Group, Inc. was founded in 1964 and is headquartered in Anaheim, California."
2026-01-02 22:45:38,PGEN,NASDAQ,Unclassified,Biotechnology,Healthcare,small,61.96,71.86,-9.9,-13.78,-3.0140846547946127,13.45,-1.42,36.271187,3.32,,0.0,22.99,28.53,164.2,256.67,"Precigen, Inc.,a discovery and clinical-stage biopharmaceutical company, develops gene and cell therapies using precision technology to target diseases in areas of immuno-oncology, autoimmune disorders, and infectious diseases. It operates through two segments, Biopharmaceuticals and Exemplar. The company offers therapeutic platforms consisting of AdenoVerse platform, which utilizes a library of proprietary adenovectors for gene delivery of therapeutic effectors, immunomodulators, and vaccine antigen; and UltraCAR-T to provide chimeric antigen receptor T cell therapies for cancer patients. It also develops programs based on the UltraCAR-T platform, including PRGN-3005 in Phase 1b clinical trial to treat advanced ovarian, fallopian tube, or primary peritoneal cancer; PRGN-3006 in Phase 1b trial for patients with relapsed or refractory acute myeloid leukemia and high-risk myelodysplastic syndromes; and PRGN-3007 in Phase 1/1b trial for the treatment of advanced receptor tyrosine kinase-like orphan receptor 1-positive, hematologic, and solid tumors. In addition, the company is developing programs based on the AdenoVerse immunotherapy platform comprising PRGN-2009 in Phase 2 trial for patients with HPV+ solid tumors; PRGN-2012 in Phase ½ trial to treat recurrent respiratory papillomatosis; and AG019, which is in Phase 1b/2a trial, to treat type 1 diabetes mellitus. Further, it provides UltraPorator, a proprietary electroporation device; and develops research models and services for healthcare research applications. The company was formerly known as Intrexon Corporation and changed its name to Precigen, Inc. in February 2020. Precigen, Inc. was founded in 1998 and is headquartered in Germantown, Maryland."
2026-01-02 22:45:38,BBUC,NYSE,Unclassified,Asset Management,Financial Services,mid,61.92,76.04,-14.12,-18.57,-2.374429323279772,13.52,-15.33,-5.1888814,0.97,,0.7,1.53,7.92,12.72,46.29,"Brookfield Business Corporation owns and operates services and industrials operations in the United States, Australia, Brazil, the United Kingdom, and internationally. The company provides cloud-based software as a service and technology solutions to dealerships and original equipment manufacturers across automotive and related industries, as well as operates private hospitals. It also offers private sanitation services, such as collection, treatment, and distribution of water and wastewater to a range of residential and governmental customers; and construction services for large scale and complex landmark buildings and social infrastructure. The company was incorporated in 2021 and is headquartered in New York, New York."
2026-01-02 22:45:38,TFPM,NYSE,Growth,Other Precious Metals & Mining,Basic Materials,mid,61.61,120.83,-59.22,-49.01,32.445545,32.89,1.01,3.4163888,3.46,108.80000000000001,0.7,0.49,11.39,35.58,117.15,"Triple Flag Precious Metals Corp., a precious metals streaming and royalty company, engages in acquiring and managing precious metals, streams, royalties, and other mineral interests in Australia, Canada, Colombia, Cote d'Ivoire, Honduras, Mexico, Mongolia, Peru, South Africa, and the United States. It has a portfolio of streams and royalties providing exposure to copper, gold, silver, nickel, lead, and zinc. The company was founded in 2016 and is based in Toronto, Canada."
2026-01-02 22:45:38,NMR,NYSE,Value,Capital Markets,Financial Services,large,60.99,,,,10.974026,20.51,0.77,1.114984,2.43,-6.4,4.87,10.03,19.01,29.8,50.29,"Nomura Holdings, Inc. engages in the provision of investment, financing, and related services to individual, institutional, and government clients worldwide. It operates through three segments: Wealth Management, Investment Management, and Wholesale. The Wealth Management segment offers investment consultation services. The Investment Management segment provides investment management services and investment solutions, such as establishing and managing investment trusts, discretionary investment services, as well as investment and management for investment vehicles, and for funds for institutional investors, and management of silent partnerships. The Wholesale segment is involved in the sales and trading of debt and equity securities, foreign exchange contracts and derivatives; offers investment banking services, including underwriting and distribution of debt and equity securities, mergers and acquisitions, and financial advisory. The company was formerly known as The Nomura Securities Co., Ltd. and changed its name to Nomura Holdings, Inc. in October 2001. Nomura Holdings, Inc. was incorporated in 1925 and is headquartered in Tokyo, Japan."
2026-01-02 22:45:38,MSAIW,NASDAQ,Value,,,nano,60.94,102.04,-41.1,-40.28,,3.46,,0.18786612,4.21,,0.0,,,,0.0,"MultiSensor AI Holdings, Inc. builds and deploys intelligent multi-sensing platforms with edge and cloud software solutions that leverage artificial intelligence in the United States and internationally. The company offers sensor devices, such as small to large handheld designs with built-in displays and controls, fixed-mounted single- and multi-sensor camera systems with or without displays and controls, fixed-mounted pan-tilt-zoom single- and multi-sensor camera standalone systems, and mobile multi-sensor payload and gimbal systems for unmanned aerial vehicles and unmanned ground vehicles. It also provides MSAI Edge software that processes advanced thermal imaging, visible imaging, and acoustic imaging data streams, as well as multiple established industrial communications protocols; and MSAI Connect, a cloud-based software, that utilizes AI and enables predictive asset reliability and process control in industrial environments. The company was founded in 1995 and is based in Beaumont, Texas."
2026-01-02 22:45:38,ARWR,NASDAQ,Unclassified,Biotechnology,Healthcare,mid,60.85,71.43,-10.58,-14.81,-6779.000091552734,13.45,-0.01,19.740828,3.32,,0.0,16.98,95.92,303.75,242.55,"Arrowhead Pharmaceuticals, Inc. develops medicines for the treatment of intractable diseases in the United States. Its pipeline includes Plozasiran to reduce production of apolipoprotein C-III in Phase 3 studies; Zodasiran to reduce production of angiopoietin-like protein 3 in Phase 3 clinical trials; ARO-DIMER-PA, a dual functional RNAi molecule in a Phase 1/2a clinical trials; and ARO-PNPLA3, an investigational RNAi therapeutic in Phase 1 clinical trials. The company also develops ARO-INHBE, to reduce the hepatic expression of the INHBE gene and its secreted gene product, Activin E in Phase 1/2a clinical trials; ARO-ALK7 to silence adipocyte expression of the ACVR1C gene in Phase 1/2a clinical trials; ARO-RAGE to reduce production of the receptor for advanced glycation end products in Phase 1/2a clinical trials; and ARO-MAPT, an investigational RNAi-based therapy. In addition, it is developing ARO-C3 to reduce production of C3 in Phase 1/2a clinical trials; and ARO-CFB to reduce hepatic expression of CFB in a Phase 1/2a clinical trials. The company has collaboration and license Agreements with Glaxosmithkline Intellectual Property (No. 3) Limited; Takeda Pharmaceutical Company Limited; Amgen Inc.; and Sarepta Therapeutics, Inc. Arrowhead Pharmaceuticals, Inc. was founded in 2003 and is headquartered in Pasadena, California."
2026-01-02 22:45:38,EVOK,NASDAQ,Unclassified,Drug Manufacturers - Specialty & Generic,Healthcare,nano,60.83,60.83,0.0,0.0,-7.971014492753624,21.78,-1.38,7.0558047,2.15,,0.0,2.9,116.54,303.23,137.07,"Evoke Pharma, Inc. operates as a specialty pharmaceutical company that focuses on the development and commercialization of drugs for the treatment of gastroenterological disorders and diseases. It offers Gimoti, a metoclopramide nasal spray to treat symptoms associated with acute and recurrent diabetic gastroparesis in adults. The company markets its products to gastroenterologists, internal medicine specialists, primary care physicians, and select health care providers. Evoke Pharma, Inc. was incorporated in 2007 and is based in Solana Beach, California. As of December 15, 2025, Evoke Pharma, Inc. operates as a subsidiary of QOL Medical, LLC."
2026-01-02 22:45:38,PNFPP,NASDAQ,Growth,Banks - Regional,Financial Services,small,60.82,,,,3.6848307,12.35,6.79,0.28981143,1.1,18.0,6.75,-1.03,0.98,6.74,7.83,"Pinnacle Financial Partners, Inc., together with its subsidiaries, operates as the bank holding company for Pinnacle Bank that provides various banking products and services to individuals, businesses, and professional entities in the United States. It accepts various deposits, including savings, noninterest-bearing and interest-bearing checking, money market, and certificate of deposit accounts; and provides treasury management services, such as online wire origination, enhanced ACH origination, positive pay, zero balance and sweep accounts, automated bill pay services, electronic receivables processing, lockbox processing, and merchant card acceptance services, small business and commercial credit cards corporate purchasing cards, and virtual accounting/deposit escrow solutions. The company also offers equipment and working capital loan; commercial real estate loans, such as investment properties and business loan; secured and unsecured loans comprising installment and term, lines of credit, and residential first mortgage, as well as home equity loans and home equity lines of credit; and credit cards for consumers and businesses. In addition, the company provides investment products; brokerage and investment advisory programs; and fiduciary and investment services, including personal trust, investment management, estate administration, endowments, foundations, individual retirement accounts, escrow services, and custody. Further, it offers insurance agency services in the property and casualty area; investment, merger and acquisition advisory services, private debt, equity and mezzanine, and other middle-market advisory services; and other banking services, including telephone and online banking, mobile banking, debit cards, direct deposit and remote deposit capture, mobile deposit option, automated teller machine, and cash management services. Pinnacle Financial Partners, Inc. was incorporated in 2000 and is headquartered in Nashville, Tennessee."
2026-01-02 22:45:38,LASR,NASDAQ,Unclassified,Semiconductors,Technology,small,60.76,71.33,-10.57,-14.82,-43.112358350432324,34.12,-0.89,8.919107,4.44,,0.0,14.06,23.38,94.08,256.93,"nLIGHT, Inc. designs, develops, manufactures, and sells semiconductor and fiber lasers for industrial, microfabrication, and aerospace and defense applications. The company operates through two segments, Laser Products and Advanced Development. It offers semiconductor lasers with various ranges of power levels, wavelengths, and output fiber sizes; and programmable and serviceable fiber lasers for use in industrial, aerospace, and defense applications. The company also provides fiber amplifiers, beam combination, and control systems for use in high-energy laser systems in directed energy applications. It sells its products through direct sales force in the United States, China, South Korea, and European countries, as well as through independent sales representatives and distributors in Asia, Australia, Europe, the Middle East, and South America. The company was formerly known as nLight Photonics Corporation and changed its name to nLIGHT, Inc. in January 2016. nLIGHT, Inc. was incorporated in 2000 and is headquartered in Camas, Washington."
2026-01-02 22:45:38,BTI,NYSE,Income,Tobacco,Consumer Defensive,large,60.73,,,,30.079786,22.88,1.88,2.037934,1.59,0.4,5.55,-1.08,11.05,20.16,62.61,"British American Tobacco p.l.c. provides tobacco and nicotine products to consumers in the Americas, Europe, the Asia-Pacific, the Middle East, Africa, and the United States. It offers vapour, heated, and modern oral nicotine products; combustible cigarettes; and traditional oral products, such as snus and moist snuff. The company provides its products under the Vuse, glo, Velo, Grizzly, Kodiak, Dunhill, Kent, Lucky Strike, Pall Mall, Rothmans, Newport, Natural American Spirit, and Camel brands. The company distributes its products to retail outlets. British American Tobacco p.l.c. was founded in 1902 and is based in London, the United Kingdom."
2026-01-02 22:45:38,CHN,NYSE,Growth,,,nano,60.58,60.58,0.0,0.0,,3.46,,,4.21,,0.0,-1.46,16.16,52.22,47.93,
2026-01-02 22:45:38,SSSSL,NASDAQ,Growth,NONE,NONE,small,60.56,101.77,-41.21,-40.49,,,,,5.15,,6.0,1.44,2.24,4.69,8.78,None
2026-01-02 22:45:38,FSM,NYSE,Growth,Gold,Basic Materials,mid,59.91,76.13,-16.22,-21.31,11.634147,21.5,0.82,1.8088737,4.01,144.70000000000002,0.0,-1.95,7.31,44.33,112.47,"Fortuna Mining Corp. engages in the precious and base metal mining and related activities in Argentina, Burkina Faso, Côte d'Ivoire, Mexico, Peru, and Senegal. The company operates through Mansfield, Sanu, Sango, Cuzcatlan, and Bateas segments. It operates the Lindero gold mine, the Yaramoko gold mine, the Séguéla gold mine, and the San Jose silver-gold mine, as well as the Caylloma silver, lead, and zinc mine. The company was formerly known as Fortuna Silver Mines Inc. and changed its name to Fortuna Mining Corp. in June 2024. Fortuna Mining Corp. was incorporated in 1990 and is based in Vancouver, Canada."
